YEAR,MO,DY,HR,irr
2017,4,8,0,0
2017,4,8,1,0
2017,4,8,2,0
2017,4,8,3,0
2017,4,8,4,0
2017,4,8,5,0.94
2017,4,8,6,7.52
2017,4,8,7,19.59
2017,4,8,8,34.78
2017,4,8,9,42.24
2017,4,8,10,39.84
2017,4,8,11,44.39
2017,4,8,12,35.4
2017,4,8,13,42.86
2017,4,8,14,37.48
2017,4,8,15,25.95
2017,4,8,16,12.41
2017,4,8,17,2.2
2017,4,8,18,0
2017,4,8,19,0
2017,4,8,20,0
2017,4,8,21,0
2017,4,8,22,0
2017,4,8,23,0
2017,4,9,0,0
2017,4,9,1,0
2017,4,9,2,0
2017,4,9,3,0
2017,4,9,4,0
2017,4,9,5,0.7
2017,4,9,6,3.91
2017,4,9,7,10.09
2017,4,9,8,17.67
2017,4,9,9,22.5
2017,4,9,10,28.59
2017,4,9,11,39.99
2017,4,9,12,43.49
2017,4,9,13,36.62
2017,4,9,14,31.51
2017,4,9,15,22.23
2017,4,9,16,10.12
2017,4,9,17,2.03
2017,4,9,18,0
2017,4,9,19,0
2017,4,9,20,0
2017,4,9,21,0
2017,4,9,22,0
2017,4,9,23,0
2017,4,10,0,0
2017,4,10,1,0
2017,4,10,2,0
2017,4,10,3,0
2017,4,10,4,0
2017,4,10,5,0.63
2017,4,10,6,3.49
2017,4,10,7,8.16
2017,4,10,8,11.28
2017,4,10,9,18.91
2017,4,10,10,25.22
2017,4,10,11,29.25
2017,4,10,12,27.74
2017,4,10,13,29.82
2017,4,10,14,23.52
2017,4,10,15,14.36
2017,4,10,16,7.76
2017,4,10,17,1.49
2017,4,10,18,0
2017,4,10,19,0
2017,4,10,20,0
2017,4,10,21,0
2017,4,10,22,0
2017,4,10,23,0
2017,4,11,0,0
2017,4,11,1,0
2017,4,11,2,0
2017,4,11,3,0
2017,4,11,4,0
2017,4,11,5,0.64
2017,4,11,6,3.66
2017,4,11,7,5.87
2017,4,11,8,11.03
2017,4,11,9,22.16
2017,4,11,10,28.67
2017,4,11,11,26.62
2017,4,11,12,22.53
2017,4,11,13,6.61
2017,4,11,14,5.85
2017,4,11,15,4.95
2017,4,11,16,3.73
2017,4,11,17,0.66
2017,4,11,18,0
2017,4,11,19,0
2017,4,11,20,0
2017,4,11,21,0
2017,4,11,22,0
2017,4,11,23,0
2017,4,12,0,0
2017,4,12,1,0
2017,4,12,2,0
2017,4,12,3,0
2017,4,12,4,0
2017,4,12,5,0.73
2017,4,12,6,4.86
2017,4,12,7,12.6
2017,4,12,8,20.73
2017,4,12,9,30.48
2017,4,12,10,36.77
2017,4,12,11,40.9
2017,4,12,12,40.13
2017,4,12,13,33.43
2017,4,12,14,22.36
2017,4,12,15,12.27
2017,4,12,16,5.69
2017,4,12,17,1.44
2017,4,12,18,0
2017,4,12,19,0
2017,4,12,20,0
2017,4,12,21,0
2017,4,12,22,0
2017,4,12,23,0
2017,4,13,0,0
2017,4,13,1,0
2017,4,13,2,0
2017,4,13,3,0
2017,4,13,4,0
2017,4,13,5,1.09
2017,4,13,6,6.91
2017,4,13,7,15.59
2017,4,13,8,26.98
2017,4,13,9,38.12
2017,4,13,10,45.44
2017,4,13,11,46.58
2017,4,13,12,42.84
2017,4,13,13,34.08
2017,4,13,14,23.74
2017,4,13,15,15.29
2017,4,13,16,6.72
2017,4,13,17,1.86
2017,4,13,18,0
2017,4,13,19,0
2017,4,13,20,0
2017,4,13,21,0
2017,4,13,22,0
2017,4,13,23,0
2017,4,14,0,0
2017,4,14,1,0
2017,4,14,2,0
2017,4,14,3,0
2017,4,14,4,0
2017,4,14,5,1.14
2017,4,14,6,6.84
2017,4,14,7,15.95
2017,4,14,8,26.48
2017,4,14,9,38.76
2017,4,14,10,45.41
2017,4,14,11,43.53
2017,4,14,12,43.39
2017,4,14,13,37.96
2017,4,14,14,30.05
2017,4,14,15,21.02
2017,4,14,16,9.98
2017,4,14,17,2.02
2017,4,14,18,0
2017,4,14,19,0
2017,4,14,20,0
2017,4,14,21,0
2017,4,14,22,0
2017,4,14,23,0
2017,4,15,0,0
2017,4,15,1,0
2017,4,15,2,0
2017,4,15,3,0
2017,4,15,4,0
2017,4,15,5,0.89
2017,4,15,6,7.22
2017,4,15,7,16.72
2017,4,15,8,27.24
2017,4,15,9,31.95
2017,4,15,10,33.45
2017,4,15,11,43.22
2017,4,15,12,34.51
2017,4,15,13,37.2
2017,4,15,14,27.73
2017,4,15,15,16.34
2017,4,15,16,8.51
2017,4,15,17,2.02
2017,4,15,18,0
2017,4,15,19,0
2017,4,15,20,0
2017,4,15,21,0
2017,4,15,22,0
2017,4,15,23,0
2017,4,16,0,0
2017,4,16,1,0
2017,4,16,2,0
2017,4,16,3,0
2017,4,16,4,0
2017,4,16,5,0.84
2017,4,16,6,5.58
2017,4,16,7,11
2017,4,16,8,18.37
2017,4,16,9,23.48
2017,4,16,10,25.86
2017,4,16,11,28.1
2017,4,16,12,30.61
2017,4,16,13,25.18
2017,4,16,14,25.48
2017,4,16,15,14.43
2017,4,16,16,8.13
2017,4,16,17,1.87
2017,4,16,18,0
2017,4,16,19,0
2017,4,16,20,0
2017,4,16,21,0
2017,4,16,22,0
2017,4,16,23,0
2017,4,17,0,0
2017,4,17,1,0
2017,4,17,2,0
2017,4,17,3,0
2017,4,17,4,0
2017,4,17,5,0.86
2017,4,17,6,4.66
2017,4,17,7,7.1
2017,4,17,8,12.73
2017,4,17,9,19.31
2017,4,17,10,24.8
2017,4,17,11,31.83
2017,4,17,12,29.96
2017,4,17,13,26.3
2017,4,17,14,21.95
2017,4,17,15,13.64
2017,4,17,16,9.11
2017,4,17,17,1.86
2017,4,17,18,0
2017,4,17,19,0
2017,4,17,20,0
2017,4,17,21,0
2017,4,17,22,0
2017,4,17,23,0
2017,4,18,0,0
2017,4,18,1,0
2017,4,18,2,0
2017,4,18,3,0
2017,4,18,4,0
2017,4,18,5,1.77
2017,4,18,6,9.87
2017,4,18,7,21.27
2017,4,18,8,33.67
2017,4,18,9,45.3
2017,4,18,10,53.29
2017,4,18,11,58.53
2017,4,18,12,51.01
2017,4,18,13,47.2
2017,4,18,14,34.96
2017,4,18,15,23.8
2017,4,18,16,12.05
2017,4,18,17,2.63
2017,4,18,18,0
2017,4,18,19,0
2017,4,18,20,0
2017,4,18,21,0
2017,4,18,22,0
2017,4,18,23,0
2017,4,19,0,0
2017,4,19,1,0
2017,4,19,2,0
2017,4,19,3,0
2017,4,19,4,0
2017,4,19,5,1.3
2017,4,19,6,8.03
2017,4,19,7,17.27
2017,4,19,8,28.88
2017,4,19,9,42.84
2017,4,19,10,51.63
2017,4,19,11,53.88
2017,4,19,12,49.4
2017,4,19,13,34.52
2017,4,19,14,29.85
2017,4,19,15,22.34
2017,4,19,16,11.41
2017,4,19,17,2.52
2017,4,19,18,0
2017,4,19,19,0
2017,4,19,20,0
2017,4,19,21,0
2017,4,19,22,0
2017,4,19,23,0
2017,4,20,0,0
2017,4,20,1,0
2017,4,20,2,0
2017,4,20,3,0
2017,4,20,4,0
2017,4,20,5,0.98
2017,4,20,6,7.25
2017,4,20,7,15.55
2017,4,20,8,28.29
2017,4,20,9,40.73
2017,4,20,10,50.94
2017,4,20,11,53.41
2017,4,20,12,44.75
2017,4,20,13,46.12
2017,4,20,14,36.45
2017,4,20,15,25.15
2017,4,20,16,12.11
2017,4,20,17,2.69
2017,4,20,18,0
2017,4,20,19,0
2017,4,20,20,0
2017,4,20,21,0
2017,4,20,22,0
2017,4,20,23,0
2017,4,21,0,0
2017,4,21,1,0
2017,4,21,2,0
2017,4,21,3,0
2017,4,21,4,0
2017,4,21,5,1.26
2017,4,21,6,7.45
2017,4,21,7,16.73
2017,4,21,8,28.88
2017,4,21,9,40.07
2017,4,21,10,47.4
2017,4,21,11,55.7
2017,4,21,12,56.41
2017,4,21,13,49.99
2017,4,21,14,40.22
2017,4,21,15,27.17
2017,4,21,16,13.45
2017,4,21,17,3
2017,4,21,18,0
2017,4,21,19,0
2017,4,21,20,0
2017,4,21,21,0
2017,4,21,22,0
2017,4,21,23,0
2017,4,22,0,0
2017,4,22,1,0
2017,4,22,2,0
2017,4,22,3,0
2017,4,22,4,0
2017,4,22,5,0.68
2017,4,22,6,4.63
2017,4,22,7,7.71
2017,4,22,8,10.4
2017,4,22,9,18.51
2017,4,22,10,26.22
2017,4,22,11,30.97
2017,4,22,12,30.41
2017,4,22,13,29.98
2017,4,22,14,19.8
2017,4,22,15,12.23
2017,4,22,16,5.74
2017,4,22,17,1.54
2017,4,22,18,0
2017,4,22,19,0
2017,4,22,20,0
2017,4,22,21,0
2017,4,22,22,0
2017,4,22,23,0
2017,4,23,0,0
2017,4,23,1,0
2017,4,23,2,0
2017,4,23,3,0
2017,4,23,4,0
2017,4,23,5,2.59
2017,4,23,6,13.3
2017,4,23,7,27.88
2017,4,23,8,41.76
2017,4,23,9,52.96
2017,4,23,10,60.27
2017,4,23,11,62.78
2017,4,23,12,60.52
2017,4,23,13,53.6
2017,4,23,14,41.74
2017,4,23,15,27.73
2017,4,23,16,13.59
2017,4,23,17,3.14
2017,4,23,18,0
2017,4,23,19,0
2017,4,23,20,0
2017,4,23,21,0
2017,4,23,22,0
2017,4,23,23,0
2017,4,24,0,0
2017,4,24,1,0
2017,4,24,2,0
2017,4,24,3,0
2017,4,24,4,0
2017,4,24,5,2.55
2017,4,24,6,12.77
2017,4,24,7,26.46
2017,4,24,8,38.48
2017,4,24,9,50.6
2017,4,24,10,57
2017,4,24,11,58.84
2017,4,24,12,57.06
2017,4,24,13,50.42
2017,4,24,14,39.66
2017,4,24,15,26.02
2017,4,24,16,11.98
2017,4,24,17,3.02
2017,4,24,18,0
2017,4,24,19,0
2017,4,24,20,0
2017,4,24,21,0
2017,4,24,22,0
2017,4,24,23,0
2017,4,25,0,0
2017,4,25,1,0
2017,4,25,2,0
2017,4,25,3,0
2017,4,25,4,0
2017,4,25,5,0.43
2017,4,25,6,6.24
2017,4,25,7,12.27
2017,4,25,8,21.38
2017,4,25,9,31.75
2017,4,25,10,54.48
2017,4,25,11,58.71
2017,4,25,12,58.06
2017,4,25,13,51.19
2017,4,25,14,41.05
2017,4,25,15,26.49
2017,4,25,16,13.07
2017,4,25,17,3.28
2017,4,25,18,0
2017,4,25,19,0
2017,4,25,20,0
2017,4,25,21,0
2017,4,25,22,0
2017,4,25,23,0
2017,4,26,0,0
2017,4,26,1,0
2017,4,26,2,0
2017,4,26,3,0
2017,4,26,4,0
2017,4,26,5,2.56
2017,4,26,6,13.46
2017,4,26,7,27.78
2017,4,26,8,41.59
2017,4,26,9,52.76
2017,4,26,10,60.09
2017,4,26,11,62.7
2017,4,26,12,60.52
2017,4,26,13,53.71
2017,4,26,14,42.74
2017,4,26,15,29.2
2017,4,26,16,14.46
2017,4,26,17,3.5
2017,4,26,18,0
2017,4,26,19,0
2017,4,26,20,0
2017,4,26,21,0
2017,4,26,22,0
2017,4,26,23,0
2017,4,27,0,0
2017,4,27,1,0
2017,4,27,2,0
2017,4,27,3,0
2017,4,27,4,0
2017,4,27,5,2.98
2017,4,27,6,13.59
2017,4,27,7,27.76
2017,4,27,8,41.3
2017,4,27,9,51.48
2017,4,27,10,58.26
2017,4,27,11,60.82
2017,4,27,12,58.49
2017,4,27,13,50.52
2017,4,27,14,40.39
2017,4,27,15,27.22
2017,4,27,16,13.62
2017,4,27,17,3.42
2017,4,27,18,0
2017,4,27,19,0
2017,4,27,20,0
2017,4,27,21,0
2017,4,27,22,0
2017,4,27,23,0
2017,4,28,0,0
2017,4,28,1,0
2017,4,28,2,0
2017,4,28,3,0
2017,4,28,4,0
2017,4,28,5,1.9
2017,4,28,6,8.8
2017,4,28,7,18.24
2017,4,28,8,30.59
2017,4,28,9,42.78
2017,4,28,10,51.38
2017,4,28,11,54.52
2017,4,28,12,51.94
2017,4,28,13,47.2
2017,4,28,14,37.49
2017,4,28,15,25.1
2017,4,28,16,12.39
2017,4,28,17,3.13
2017,4,28,18,0
2017,4,28,19,0
2017,4,28,20,0
2017,4,28,21,0
2017,4,28,22,0
2017,4,28,23,0
2017,4,29,0,0
2017,4,29,1,0
2017,4,29,2,0
2017,4,29,3,0
2017,4,29,4,0
2017,4,29,5,1.73
2017,4,29,6,9.12
2017,4,29,7,19.23
2017,4,29,8,30.15
2017,4,29,9,36.82
2017,4,29,10,40.23
2017,4,29,11,35.16
2017,4,29,12,40.2
2017,4,29,13,34.8
2017,4,29,14,28.13
2017,4,29,15,19.37
2017,4,29,16,10.23
2017,4,29,17,2.71
2017,4,29,18,0
2017,4,29,19,0
2017,4,29,20,0
2017,4,29,21,0
2017,4,29,22,0
2017,4,29,23,0
2017,4,30,0,0
2017,4,30,1,0
2017,4,30,2,0
2017,4,30,3,0
2017,4,30,4,0
2017,4,30,5,3.32
2017,4,30,6,15.15
2017,4,30,7,30.01
2017,4,30,8,43.68
2017,4,30,9,54.66
2017,4,30,10,61.8
2017,4,30,11,63.96
2017,4,30,12,61.73
2017,4,30,13,54.87
2017,4,30,14,34.22
2017,4,30,15,24.48
2017,4,30,16,13.13
2017,4,30,17,3.92
2017,4,30,18,0
2017,4,30,19,0
2017,4,30,20,0
2017,4,30,21,0
2017,4,30,22,0
2017,4,30,23,0
2017,5,1,0,0
2017,5,1,1,0
2017,5,1,2,0
2017,5,1,3,0
2017,5,1,4,0
2017,5,1,5,3.59
2017,5,1,6,14.97
2017,5,1,7,29.51
2017,5,1,8,43.05
2017,5,1,9,53.88
2017,5,1,10,60.84
2017,5,1,11,63.56
2017,5,1,12,61.2
2017,5,1,13,54.3
2017,5,1,14,43.53
2017,5,1,15,21.7
2017,5,1,16,11.82
2017,5,1,17,1.29
2017,5,1,18,0
2017,5,1,19,0
2017,5,1,20,0
2017,5,1,21,0
2017,5,1,22,0
2017,5,1,23,0
2017,5,2,0,0
2017,5,2,1,0
2017,5,2,2,0
2017,5,2,3,0
2017,5,2,4,0
2017,5,2,5,3.55
2017,5,2,6,14.01
2017,5,2,7,27.79
2017,5,2,8,40.76
2017,5,2,9,51.22
2017,5,2,10,57.73
2017,5,2,11,62.18
2017,5,2,12,59.45
2017,5,2,13,52.84
2017,5,2,14,42.11
2017,5,2,15,28.84
2017,5,2,16,14.77
2017,5,2,17,3.77
2017,5,2,18,0
2017,5,2,19,0
2017,5,2,20,0
2017,5,2,21,0
2017,5,2,22,0
2017,5,2,23,0
2017,5,3,0,0
2017,5,3,1,0
2017,5,3,2,0
2017,5,3,3,0
2017,5,3,4,0
2017,5,3,5,2
2017,5,3,6,7.27
2017,5,3,7,14.16
2017,5,3,8,20.38
2017,5,3,9,28.15
2017,5,3,10,37.95
2017,5,3,11,35.69
2017,5,3,12,34.96
2017,5,3,13,46.47
2017,5,3,14,37.63
2017,5,3,15,23.98
2017,5,3,16,12.84
2017,5,3,17,3.38
2017,5,3,18,0
2017,5,3,19,0
2017,5,3,20,0
2017,5,3,21,0
2017,5,3,22,0
2017,5,3,23,0
2017,5,4,0,0
2017,5,4,1,0
2017,5,4,2,0
2017,5,4,3,0
2017,5,4,4,0
2017,5,4,5,3.9
2017,5,4,6,15.18
2017,5,4,7,29.56
2017,5,4,8,43.03
2017,5,4,9,53.87
2017,5,4,10,60.75
2017,5,4,11,63.35
2017,5,4,12,61.2
2017,5,4,13,54.29
2017,5,4,14,43.54
2017,5,4,15,30.08
2017,5,4,16,15.61
2017,5,4,17,4.16
2017,5,4,18,0
2017,5,4,19,0
2017,5,4,20,0
2017,5,4,21,0
2017,5,4,22,0
2017,5,4,23,0
2017,5,5,0,0
2017,5,5,1,0
2017,5,5,2,0
2017,5,5,3,0
2017,5,5,4,0
2017,5,5,5,3.96
2017,5,5,6,15.22
2017,5,5,7,29.54
2017,5,5,8,42.93
2017,5,5,9,53.66
2017,5,5,10,60.64
2017,5,5,11,63.38
2017,5,5,12,61.17
2017,5,5,13,54.48
2017,5,5,14,43.79
2017,5,5,15,30.38
2017,5,5,16,15.88
2017,5,5,17,4.31
2017,5,5,18,0
2017,5,5,19,0
2017,5,5,20,0
2017,5,5,21,0
2017,5,5,22,0
2017,5,5,23,0
2017,5,6,0,0
2017,5,6,1,0
2017,5,6,2,0
2017,5,6,3,0
2017,5,6,4,0
2017,5,6,5,4.08
2017,5,6,6,15.26
2017,5,6,7,29.47
2017,5,6,8,42.77
2017,5,6,9,53.41
2017,5,6,10,60.33
2017,5,6,11,63.57
2017,5,6,12,61.33
2017,5,6,13,54.46
2017,5,6,14,43.76
2017,5,6,15,30.35
2017,5,6,16,15.9
2017,5,6,17,4.4
2017,5,6,18,0
2017,5,6,19,0
2017,5,6,20,0
2017,5,6,21,0
2017,5,6,22,0
2017,5,6,23,0
2017,5,7,0,0
2017,5,7,1,0
2017,5,7,2,0
2017,5,7,3,0
2017,5,7,4,0
2017,5,7,5,4.16
2017,5,7,6,15.27
2017,5,7,7,29.44
2017,5,7,8,42.74
2017,5,7,9,53.41
2017,5,7,10,60.38
2017,5,7,11,62.19
2017,5,7,12,59.77
2017,5,7,13,51.98
2017,5,7,14,41.9
2017,5,7,15,27.54
2017,5,7,16,14.2
2017,5,7,17,4.19
2017,5,7,18,0
2017,5,7,19,0
2017,5,7,20,0
2017,5,7,21,0
2017,5,7,22,0
2017,5,7,23,0
2017,5,8,0,0
2017,5,8,1,0
2017,5,8,2,0
2017,5,8,3,0
2017,5,8,4,0
2017,5,8,5,2.03
2017,5,8,6,8.79
2017,5,8,7,16.37
2017,5,8,8,22.45
2017,5,8,9,22.05
2017,5,8,10,19.52
2017,5,8,11,20.06
2017,5,8,12,22.74
2017,5,8,13,17.63
2017,5,8,14,11.51
2017,5,8,15,8.35
2017,5,8,16,4.45
2017,5,8,17,1.74
2017,5,8,18,0
2017,5,8,19,0
2017,5,8,20,0
2017,5,8,21,0
2017,5,8,22,0
2017,5,8,23,0
2017,5,9,0,0
2017,5,9,1,0
2017,5,9,2,0
2017,5,9,3,0
2017,5,9,4,0
2017,5,9,5,0.89
2017,5,9,6,4.47
2017,5,9,7,7.41
2017,5,9,8,10.34
2017,5,9,9,14.19
2017,5,9,10,15.27
2017,5,9,11,12.66
2017,5,9,12,14.03
2017,5,9,13,11.2
2017,5,9,14,13.64
2017,5,9,15,9.16
2017,5,9,16,4.35
2017,5,9,17,2.08
2017,5,9,18,0
2017,5,9,19,0
2017,5,9,20,0
2017,5,9,21,0
2017,5,9,22,0
2017,5,9,23,0
2017,5,10,0,0
2017,5,10,1,0
2017,5,10,2,0
2017,5,10,3,0
2017,5,10,4,0
2017,5,10,5,0.98
2017,5,10,6,3.31
2017,5,10,7,7.31
2017,5,10,8,11.48
2017,5,10,9,16.8
2017,5,10,10,27.41
2017,5,10,11,30.45
2017,5,10,12,29.7
2017,5,10,13,27.73
2017,5,10,14,22.23
2017,5,10,15,17.02
2017,5,10,16,9.05
2017,5,10,17,2.56
2017,5,10,18,0
2017,5,10,19,0
2017,5,10,20,0
2017,5,10,21,0
2017,5,10,22,0
2017,5,10,23,0
2017,5,11,0,0
2017,5,11,1,0
2017,5,11,2,0
2017,5,11,3,0
2017,5,11,4,0
2017,5,11,5,1
2017,5,11,6,4.02
2017,5,11,7,10.01
2017,5,11,8,16.25
2017,5,11,9,24.64
2017,5,11,10,30.73
2017,5,11,11,25.86
2017,5,11,12,25.73
2017,5,11,13,23.91
2017,5,11,14,29.03
2017,5,11,15,21.8
2017,5,11,16,10.15
2017,5,11,17,4.07
2017,5,11,18,0
2017,5,11,19,0
2017,5,11,20,0
2017,5,11,21,0
2017,5,11,22,0
2017,5,11,23,0
2017,5,12,0,0
2017,5,12,1,0
2017,5,12,2,0
2017,5,12,3,0
2017,5,12,4,0
2017,5,12,5,4.81
2017,5,12,6,16.3
2017,5,12,7,30.7
2017,5,12,8,44.07
2017,5,12,9,54.78
2017,5,12,10,61.67
2017,5,12,11,64.2
2017,5,12,12,61.91
2017,5,12,13,55.02
2017,5,12,14,44.38
2017,5,12,15,31.05
2017,5,12,16,16.62
2017,5,12,17,5.04
2017,5,12,18,0
2017,5,12,19,0
2017,5,12,20,0
2017,5,12,21,0
2017,5,12,22,0
2017,5,12,23,0
2017,5,13,0,0
2017,5,13,1,0
2017,5,13,2,0
2017,5,13,3,0
2017,5,13,4,0
2017,5,13,5,4.91
2017,5,13,6,16.32
2017,5,13,7,30.65
2017,5,13,8,43.93
2017,5,13,9,54.52
2017,5,13,10,61.2
2017,5,13,11,63.88
2017,5,13,12,61.4
2017,5,13,13,54.52
2017,5,13,14,43.86
2017,5,13,15,30.58
2017,5,13,16,16.31
2017,5,13,17,5
2017,5,13,18,0
2017,5,13,19,0
2017,5,13,20,0
2017,5,13,21,0
2017,5,13,22,0
2017,5,13,23,0
2017,5,14,0,0
2017,5,14,1,0
2017,5,14,2,0
2017,5,14,3,0
2017,5,14,4,0
2017,5,14,5,4.55
2017,5,14,6,15.22
2017,5,14,7,29.12
2017,5,14,8,42.97
2017,5,14,9,53.49
2017,5,14,10,60.27
2017,5,14,11,62.79
2017,5,14,12,60.41
2017,5,14,13,53.73
2017,5,14,14,42.73
2017,5,14,15,29.98
2017,5,14,16,16.03
2017,5,14,17,5.03
2017,5,14,18,0
2017,5,14,19,0
2017,5,14,20,0
2017,5,14,21,0
2017,5,14,22,0
2017,5,14,23,0
2017,5,15,0,0
2017,5,15,1,0
2017,5,15,2,0
2017,5,15,3,0
2017,5,15,4,0
2017,5,15,5,3.95
2017,5,15,6,12.2
2017,5,15,7,23.69
2017,5,15,8,37.53
2017,5,15,9,47.25
2017,5,15,10,52.95
2017,5,15,11,47.88
2017,5,15,12,52.75
2017,5,15,13,46.62
2017,5,15,14,36.52
2017,5,15,15,26.72
2017,5,15,16,12.91
2017,5,15,17,4.27
2017,5,15,18,0
2017,5,15,19,0
2017,5,15,20,0
2017,5,15,21,0
2017,5,15,22,0
2017,5,15,23,0
2017,5,16,0,0
2017,5,16,1,0
2017,5,16,2,0
2017,5,16,3,0
2017,5,16,4,0
2017,5,16,5,1.32
2017,5,16,6,4.41
2017,5,16,7,8.41
2017,5,16,8,14.46
2017,5,16,9,19.48
2017,5,16,10,22.86
2017,5,16,11,19.72
2017,5,16,12,16.69
2017,5,16,13,18.4
2017,5,16,14,13.8
2017,5,16,15,10.7
2017,5,16,16,5.7
2017,5,16,17,2.61
2017,5,16,18,0
2017,5,16,19,0
2017,5,16,20,0
2017,5,16,21,0
2017,5,16,22,0
2017,5,16,23,0
2017,5,17,0,0
2017,5,17,1,0
2017,5,17,2,0
2017,5,17,3,0
2017,5,17,4,0
2017,5,17,5,2.91
2017,5,17,6,3.12
2017,5,17,7,8.02
2017,5,17,8,20.24
2017,5,17,9,35.67
2017,5,17,10,47.49
2017,5,17,11,55.8
2017,5,17,12,58.63
2017,5,17,13,52.28
2017,5,17,14,41.92
2017,5,17,15,28.17
2017,5,17,16,14.59
2017,5,17,17,4.88
2017,5,17,18,0
2017,5,17,19,0
2017,5,17,20,0
2017,5,17,21,0
2017,5,17,22,0
2017,5,17,23,0
2017,5,18,0,0
2017,5,18,1,0
2017,5,18,2,0
2017,5,18,3,0
2017,5,18,4,0
2017,5,18,5,2.09
2017,5,18,6,7.03
2017,5,18,7,14.48
2017,5,18,8,22.96
2017,5,18,9,31.72
2017,5,18,10,36.6
2017,5,18,11,38.94
2017,5,18,12,35.96
2017,5,18,13,26.34
2017,5,18,14,21.98
2017,5,18,15,17.34
2017,5,18,16,10.75
2017,5,18,17,4.38
2017,5,18,18,0
2017,5,18,19,0
2017,5,18,20,0
2017,5,18,21,0
2017,5,18,22,0
2017,5,18,23,0
2017,5,19,0,0
2017,5,19,1,0
2017,5,19,2,0
2017,5,19,3,0
2017,5,19,4,0
2017,5,19,5,2.19
2017,5,19,6,6.8
2017,5,19,7,13.88
2017,5,19,8,20.95
2017,5,19,9,26.54
2017,5,19,10,31.07
2017,5,19,11,38.41
2017,5,19,12,33.88
2017,5,19,13,29.51
2017,5,19,14,25.55
2017,5,19,15,16.86
2017,5,19,16,8.73
2017,5,19,17,3.2
2017,5,19,18,0
2017,5,19,19,0
2017,5,19,20,0
2017,5,19,21,0
2017,5,19,22,0
2017,5,19,23,0
2017,5,20,0,0
2017,5,20,1,0
2017,5,20,2,0
2017,5,20,3,0
2017,5,20,4,0
2017,5,20,5,1.41
2017,5,20,6,4.84
2017,5,20,7,7.78
2017,5,20,8,4.93
2017,5,20,9,3.45
2017,5,20,10,4.45
2017,5,20,11,9.05
2017,5,20,12,5.27
2017,5,20,13,6.73
2017,5,20,14,22.84
2017,5,20,15,19.55
2017,5,20,16,9.48
2017,5,20,17,3.04
2017,5,20,18,0.12
2017,5,20,19,0
2017,5,20,20,0
2017,5,20,21,0
2017,5,20,22,0
2017,5,20,23,0
2017,5,21,0,0
2017,5,21,1,0
2017,5,21,2,0
2017,5,21,3,0
2017,5,21,4,0
2017,5,21,5,1.97
2017,5,21,6,6.25
2017,5,21,7,12.65
2017,5,21,8,15.73
2017,5,21,9,25.09
2017,5,21,10,27.36
2017,5,21,11,12.97
2017,5,21,12,20.04
2017,5,21,13,8.45
2017,5,21,14,6.44
2017,5,21,15,3.96
2017,5,21,16,5.02
2017,5,21,17,2.09
2017,5,21,18,0.09
2017,5,21,19,0
2017,5,21,20,0
2017,5,21,21,0
2017,5,21,22,0
2017,5,21,23,0
2017,5,22,0,0
2017,5,22,1,0
2017,5,22,2,0
2017,5,22,3,0
2017,5,22,4,0
2017,5,22,5,1.52
2017,5,22,6,6.52
2017,5,22,7,12.23
2017,5,22,8,19.55
2017,5,22,9,34.79
2017,5,22,10,38.93
2017,5,22,11,35.52
2017,5,22,12,29.77
2017,5,22,13,25.32
2017,5,22,14,23.27
2017,5,22,15,13.3
2017,5,22,16,8.08
2017,5,22,17,2.78
2017,5,22,18,0.14
2017,5,22,19,0
2017,5,22,20,0
2017,5,22,21,0
2017,5,22,22,0
2017,5,22,23,0
2017,5,23,0,0
2017,5,23,1,0
2017,5,23,2,0
2017,5,23,3,0
2017,5,23,4,0
2017,5,23,5,4.61
2017,5,23,6,12.48
2017,5,23,7,23.73
2017,5,23,8,32.3
2017,5,23,9,41.35
2017,5,23,10,47.93
2017,5,23,11,50.7
2017,5,23,12,41.29
2017,5,23,13,32.41
2017,5,23,14,25.57
2017,5,23,15,12.12
2017,5,23,16,6.66
2017,5,23,17,4.14
2017,5,23,18,0.2
2017,5,23,19,0
2017,5,23,20,0
2017,5,23,21,0
2017,5,23,22,0
2017,5,23,23,0
2017,5,24,0,0
2017,5,24,1,0
2017,5,24,2,0
2017,5,24,3,0
2017,5,24,4,0.18
2017,5,24,5,5.1
2017,5,24,6,16.34
2017,5,24,7,30.26
2017,5,24,8,43.33
2017,5,24,9,53.84
2017,5,24,10,60.65
2017,5,24,11,64.29
2017,5,24,12,62.27
2017,5,24,13,55.63
2017,5,24,14,45.3
2017,5,24,15,32.26
2017,5,24,16,17.95
2017,5,24,17,5.77
2017,5,24,18,0.23
2017,5,24,19,0
2017,5,24,20,0
2017,5,24,21,0
2017,5,24,22,0
2017,5,24,23,0
2017,5,25,0,0
2017,5,25,1,0
2017,5,25,2,0
2017,5,25,3,0
2017,5,25,4,0.2
2017,5,25,5,5.27
2017,5,25,6,16.6
2017,5,25,7,30.33
2017,5,25,8,43.11
2017,5,25,9,53.37
2017,5,25,10,60.09
2017,5,25,11,63.53
2017,5,25,12,60.97
2017,5,25,13,54.77
2017,5,25,14,44.23
2017,5,25,15,31.05
2017,5,25,16,16.95
2017,5,25,17,5.45
2017,5,25,18,0.23
2017,5,25,19,0
2017,5,25,20,0
2017,5,25,21,0
2017,5,25,22,0
2017,5,25,23,0
2017,5,26,0,0
2017,5,26,1,0
2017,5,26,2,0
2017,5,26,3,0
2017,5,26,4,0.16
