YEAR,MO,DY,HR,irr
2017,7,12,20,0
2017,7,12,21,0
2017,7,12,22,0
2017,7,12,23,0
2017,7,13,0,0
2017,7,13,1,0
2017,7,13,2,0
2017,7,13,3,0
2017,7,13,4,0
2017,7,13,5,3.68
2017,7,13,6,11.66
2017,7,13,7,25.72
2017,7,13,8,36.73
2017,7,13,9,43.28
2017,7,13,10,49.69
2017,7,13,11,51.1
2017,7,13,12,50.13
2017,7,13,13,35.4
2017,7,13,14,26.4
2017,7,13,15,21.95
2017,7,13,16,12.47
2017,7,13,17,4.8
2017,7,13,18,0.41
2017,7,13,19,0
2017,7,13,20,0
2017,7,13,21,0
2017,7,13,22,0
2017,7,13,23,0
2017,7,14,0,0
2017,7,14,1,0
2017,7,14,2,0
2017,7,14,3,0
2017,7,14,4,0
2017,7,14,5,3.76
2017,7,14,6,11.08
2017,7,14,7,25.56
2017,7,14,8,38.07
2017,7,14,9,48.86
2017,7,14,10,56.3
2017,7,14,11,60.22
2017,7,14,12,57.25
2017,7,14,13,50.12
2017,7,14,14,41.8
2017,7,14,15,30.08
2017,7,14,16,17.37
2017,7,14,17,6.38
2017,7,14,18,0.51
2017,7,14,19,0
2017,7,14,20,0
2017,7,14,21,0
2017,7,14,22,0
2017,7,14,23,0
2017,7,15,0,0
2017,7,15,1,0
2017,7,15,2,0
2017,7,15,3,0
2017,7,15,4,0
2017,7,15,5,3.94
2017,7,15,6,13.54
2017,7,15,7,26.74
2017,7,15,8,39.66
2017,7,15,9,50.41
2017,7,15,10,55.27
2017,7,15,11,59.47
2017,7,15,12,56.16
2017,7,15,13,48.34
2017,7,15,14,39.66
2017,7,15,15,22.95
2017,7,15,16,13.92
2017,7,15,17,2.49
2017,7,15,18,0.13
2017,7,15,19,0
2017,7,15,20,0
2017,7,15,21,0
2017,7,15,22,0
2017,7,15,23,0
2017,7,16,0,0
2017,7,16,1,0
2017,7,16,2,0
2017,7,16,3,0
2017,7,16,4,0
2017,7,16,5,3.97
2017,7,16,6,13.55
2017,7,16,7,26.39
2017,7,16,8,39.19
2017,7,16,9,49.98
2017,7,16,10,55.77
2017,7,16,11,58.38
2017,7,16,12,51.33
2017,7,16,13,52.27
2017,7,16,14,42.39
2017,7,16,15,30.87
2017,7,16,16,18.17
2017,7,16,17,6.82
2017,7,16,18,0.5
2017,7,16,19,0
2017,7,16,20,0
2017,7,16,21,0
2017,7,16,22,0
2017,7,16,23,0
2017,7,17,0,0
2017,7,17,1,0
2017,7,17,2,0
2017,7,17,3,0
2017,7,17,4,0
2017,7,17,5,3.67
2017,7,17,6,13.36
2017,7,17,7,26.5
2017,7,17,8,33.75
2017,7,17,9,39.83
2017,7,17,10,44.55
2017,7,17,11,54.99
2017,7,17,12,51.73
2017,7,17,13,43.02
2017,7,17,14,36.98
2017,7,17,15,27.19
2017,7,17,16,15.23
2017,7,17,17,5.53
2017,7,17,18,0.49
2017,7,17,19,0
2017,7,17,20,0
2017,7,17,21,0
2017,7,17,22,0
2017,7,17,23,0
2017,7,18,0,0
2017,7,18,1,0
2017,7,18,2,0
2017,7,18,3,0
2017,7,18,4,0
2017,7,18,5,3.79
2017,7,18,6,13.22
2017,7,18,7,26.15
2017,7,18,8,38.62
2017,7,18,9,46.81
2017,7,18,10,52.35
2017,7,18,11,54.59
2017,7,18,12,51.23
2017,7,18,13,49.95
2017,7,18,14,41.98
2017,7,18,15,30.9
2017,7,18,16,17.82
2017,7,18,17,6.64
2017,7,18,18,0.47
2017,7,18,19,0
2017,7,18,20,0
2017,7,18,21,0
2017,7,18,22,0
2017,7,18,23,0
2017,7,19,0,0
2017,7,19,1,0
2017,7,19,2,0
2017,7,19,3,0
2017,7,19,4,0
2017,7,19,5,3.65
2017,7,19,6,12.88
2017,7,19,7,25.77
2017,7,19,8,36.34
2017,7,19,9,46.05
2017,7,19,10,51.53
2017,7,19,11,56.06
2017,7,19,12,54.42
2017,7,19,13,47.45
2017,7,19,14,40.3
2017,7,19,15,30.15
2017,7,19,16,17.32
2017,7,19,17,6.37
2017,7,19,18,0.46
2017,7,19,19,0
2017,7,19,20,0
2017,7,19,21,0
2017,7,19,22,0
2017,7,19,23,0
2017,7,20,0,0
2017,7,20,1,0
2017,7,20,2,0
2017,7,20,3,0
2017,7,20,4,0
2017,7,20,5,3.72
2017,7,20,6,13.53
2017,7,20,7,26.82
2017,7,20,8,39.82
2017,7,20,9,50.59
2017,7,20,10,57.88
2017,7,20,11,63.19
2017,7,20,12,61.27
2017,7,20,13,54.52
2017,7,20,14,44.48
2017,7,20,15,32.64
2017,7,20,16,18.61
2017,7,20,17,6.88
2017,7,20,18,0.48
2017,7,20,19,0
2017,7,20,20,0
2017,7,20,21,0
2017,7,20,22,0
2017,7,20,23,0
2017,7,21,0,0
2017,7,21,1,0
2017,7,21,2,0
2017,7,21,3,0
2017,7,21,4,0
2017,7,21,5,3.44
2017,7,21,6,13.09
2017,7,21,7,26.43
2017,7,21,8,40
2017,7,21,9,51.85
2017,7,21,10,59.3
2017,7,21,11,62.8
2017,7,21,12,61.25
2017,7,21,13,55.36
2017,7,21,14,44.85
2017,7,21,15,32.2
2017,7,21,16,18.91
2017,7,21,17,6.8
2017,7,21,18,0.46
2017,7,21,19,0
2017,7,21,20,0
2017,7,21,21,0
2017,7,21,22,0
2017,7,21,23,0
2017,7,22,0,0
2017,7,22,1,0
2017,7,22,2,0
2017,7,22,3,0
2017,7,22,4,0
2017,7,22,5,3.66
2017,7,22,6,13.87
2017,7,22,7,27.29
2017,7,22,8,40.46
2017,7,22,9,51.42
2017,7,22,10,59.01
2017,7,22,11,62.06
2017,7,22,12,60.45
2017,7,22,13,52.55
2017,7,22,14,43.16
2017,7,22,15,31.68
2017,7,22,16,18.33
2017,7,22,17,6.56
2017,7,22,18,0.44
2017,7,22,19,0
2017,7,22,20,0
2017,7,22,21,0
2017,7,22,22,0
2017,7,22,23,0
2017,7,23,0,0
2017,7,23,1,0
2017,7,23,2,0
2017,7,23,3,0
2017,7,23,4,0
2017,7,23,5,3.44
2017,7,23,6,13.29
2017,7,23,7,26.63
2017,7,23,8,39.76
2017,7,23,9,50.73
2017,7,23,10,58.13
2017,7,23,11,60.95
2017,7,23,12,56.84
2017,7,23,13,50.31
2017,7,23,14,34.28
2017,7,23,15,22.94
2017,7,23,16,10.43
2017,7,23,17,4.02
2017,7,23,18,0.36
2017,7,23,19,0
2017,7,23,20,0
2017,7,23,21,0
2017,7,23,22,0
2017,7,23,23,0
2017,7,24,0,0
2017,7,24,1,0
2017,7,24,2,0
2017,7,24,3,0
2017,7,24,4,0
2017,7,24,5,3.02
2017,7,24,6,11.96
2017,7,24,7,24.54
2017,7,24,8,38.19
2017,7,24,9,48.95
2017,7,24,10,55.7
2017,7,24,11,59.26
2017,7,24,12,56.83
2017,7,24,13,51.63
2017,7,24,14,41.98
2017,7,24,15,28.43
2017,7,24,16,15.8
2017,7,24,17,5.61
2017,7,24,18,0.33
2017,7,24,19,0
2017,7,24,20,0
2017,7,24,21,0
2017,7,24,22,0
2017,7,24,23,0
2017,7,25,0,0
2017,7,25,1,0
2017,7,25,2,0
2017,7,25,3,0
2017,7,25,4,0
2017,7,25,5,2.89
2017,7,25,6,8.62
2017,7,25,7,19.88
2017,7,25,8,31.42
2017,7,25,9,44.36
2017,7,25,10,50.14
2017,7,25,11,51.98
2017,7,25,12,45.59
2017,7,25,13,45.62
2017,7,25,14,38.41
2017,7,25,15,25.66
2017,7,25,16,14.55
2017,7,25,17,5.51
2017,7,25,18,0.34
2017,7,25,19,0
2017,7,25,20,0
2017,7,25,21,0
2017,7,25,22,0
2017,7,25,23,0
2017,7,26,0,0
2017,7,26,1,0
2017,7,26,2,0
2017,7,26,3,0
2017,7,26,4,0
2017,7,26,5,3.28
2017,7,26,6,13.3
2017,7,26,7,26.87
2017,7,26,8,40.11
2017,7,26,9,51.11
2017,7,26,10,58.55
2017,7,26,11,61.3
2017,7,26,12,59.19
2017,7,26,13,52.97
2017,7,26,14,41.48
2017,7,26,15,24.97
2017,7,26,16,13.91
2017,7,26,17,5.09
2017,7,26,18,0.34
2017,7,26,19,0
2017,7,26,20,0
2017,7,26,21,0
2017,7,26,22,0
2017,7,26,23,0
2017,7,27,0,0
2017,7,27,1,0
2017,7,27,2,0
2017,7,27,3,0
2017,7,27,4,0
2017,7,27,5,3.29
2017,7,27,6,13.63
2017,7,27,7,27.42
2017,7,27,8,40.73
2017,7,27,9,51.7
2017,7,27,10,59.02
2017,7,27,11,62.53
2017,7,27,12,59.45
2017,7,27,13,53.87
2017,7,27,14,43.68
2017,7,27,15,31.19
2017,7,27,16,18.12
2017,7,27,17,6.38
2017,7,27,18,0.35
2017,7,27,19,0
2017,7,27,20,0
2017,7,27,21,0
2017,7,27,22,0
2017,7,27,23,0
2017,7,28,0,0
2017,7,28,1,0
2017,7,28,2,0
2017,7,28,3,0
2017,7,28,4,0
2017,7,28,5,3.24
2017,7,28,6,13.69
2017,7,28,7,27.65
2017,7,28,8,40.71
2017,7,28,9,50.73
2017,7,28,10,58.31
2017,7,28,11,62.12
2017,7,28,12,60.91
2017,7,28,13,55.02
2017,7,28,14,45.16
2017,7,28,15,32.46
2017,7,28,16,18.44
2017,7,28,17,6.33
2017,7,28,18,0.34
2017,7,28,19,0
2017,7,28,20,0
2017,7,28,21,0
2017,7,28,22,0
2017,7,28,23,0
2017,7,29,0,0
2017,7,29,1,0
2017,7,29,2,0
2017,7,29,3,0
2017,7,29,4,0
2017,7,29,5,3.2
2017,7,29,6,13.47
2017,7,29,7,27.19
2017,7,29,8,40.65
2017,7,29,9,51.16
2017,7,29,10,58.59
2017,7,29,11,62.62
2017,7,29,12,60.94
2017,7,29,13,54.87
2017,7,29,14,43.09
2017,7,29,15,30.3
2017,7,29,16,17.62
2017,7,29,17,5.59
2017,7,29,18,0.33
2017,7,29,19,0
2017,7,29,20,0
2017,7,29,21,0
2017,7,29,22,0
2017,7,29,23,0
2017,7,30,0,0
2017,7,30,1,0
2017,7,30,2,0
2017,7,30,3,0
2017,7,30,4,0
2017,7,30,5,2.92
2017,7,30,6,11.73
2017,7,30,7,24.11
2017,7,30,8,39.29
2017,7,30,9,49.79
2017,7,30,10,55.88
2017,7,30,11,57.42
2017,7,30,12,53.53
2017,7,30,13,49.13
2017,7,30,14,36.31
2017,7,30,15,24.12
2017,7,30,16,12.68
2017,7,30,17,4.33
2017,7,30,18,0.27
2017,7,30,19,0
2017,7,30,20,0
2017,7,30,21,0
2017,7,30,22,0
2017,7,30,23,0
2017,7,31,0,0
2017,7,31,1,0
2017,7,31,2,0
2017,7,31,3,0
2017,7,31,4,0
2017,7,31,5,2.05
2017,7,31,6,8.99
2017,7,31,7,19.4
2017,7,31,8,28.23
2017,7,31,9,38.7
2017,7,31,10,44.24
2017,7,31,11,46.99
2017,7,31,12,41.38
2017,7,31,13,44.73
2017,7,31,14,35.98
2017,7,31,15,26.46
2017,7,31,16,16.02
2017,7,31,17,5.36
2017,7,31,18,0.27
2017,7,31,19,0
2017,7,31,20,0
2017,7,31,21,0
2017,7,31,22,0
2017,7,31,23,0
2017,8,1,0,0
2017,8,1,1,0
2017,8,1,2,0
2017,8,1,3,0
2017,8,1,4,0
2017,8,1,5,2.7
2017,8,1,6,11.29
2017,8,1,7,22.47
2017,8,1,8,33.94
2017,8,1,9,44.79
2017,8,1,10,52.02
2017,8,1,11,53.73
2017,8,1,12,52.38
2017,8,1,13,42.68
2017,8,1,14,35.78
2017,8,1,15,23.52
2017,8,1,16,13.34
2017,8,1,17,4.56
2017,8,1,18,0.26
2017,8,1,19,0
2017,8,1,20,0
2017,8,1,21,0
2017,8,1,22,0
2017,8,1,23,0
2017,8,2,0,0
2017,8,2,1,0
2017,8,2,2,0
2017,8,2,3,0
2017,8,2,4,0
2017,8,2,5,2.08
2017,8,2,6,9.34
2017,8,2,7,19.72
2017,8,2,8,30.63
2017,8,2,9,37.34
2017,8,2,10,42.44
2017,8,2,11,48.38
2017,8,2,12,45.46
2017,8,2,13,35.62
2017,8,2,14,31.24
2017,8,2,15,20.77
2017,8,2,16,8.51
2017,8,2,17,3.05
2017,8,2,18,0.15
2017,8,2,19,0
2017,8,2,20,0
2017,8,2,21,0
2017,8,2,22,0
2017,8,2,23,0
2017,8,3,0,0
2017,8,3,1,0
2017,8,3,2,0
2017,8,3,3,0
2017,8,3,4,0
2017,8,3,5,1.39
2017,8,3,6,7.11
2017,8,3,7,15.63
2017,8,3,8,26.97
2017,8,3,9,40.13
2017,8,3,10,45.95
2017,8,3,11,45.91
2017,8,3,12,49.1
2017,8,3,13,43.26
2017,8,3,14,33.21
2017,8,3,15,22.99
2017,8,3,16,12.51
2017,8,3,17,4.88
2017,8,3,18,0.22
2017,8,3,19,0
2017,8,3,20,0
2017,8,3,21,0
2017,8,3,22,0
2017,8,3,23,0
2017,8,4,0,0
2017,8,4,1,0
2017,8,4,2,0
2017,8,4,3,0
2017,8,4,4,0
2017,8,4,5,2.6
2017,8,4,6,11.67
2017,8,4,7,24.42
2017,8,4,8,36.29
2017,8,4,9,45.35
2017,8,4,10,51.17
2017,8,4,11,51.84
2017,8,4,12,50.62
2017,8,4,13,46.08
2017,8,4,14,37.38
2017,8,4,15,27.95
2017,8,4,16,15.29
2017,8,4,17,4.97
2017,8,4,18,0.2
2017,8,4,19,0
2017,8,4,20,0
2017,8,4,21,0
2017,8,4,22,0
2017,8,4,23,0
2017,8,5,0,0
2017,8,5,1,0
2017,8,5,2,0
2017,8,5,3,0
2017,8,5,4,0
2017,8,5,5,2.27
2017,8,5,6,10.27
2017,8,5,7,24.29
2017,8,5,8,37.73
2017,8,5,9,48.58
2017,8,5,10,52.75
2017,8,5,11,50.64
2017,8,5,12,50.15
2017,8,5,13,41.71
2017,8,5,14,35.31
2017,8,5,15,23.88
2017,8,5,16,12.66
2017,8,5,17,4.48
2017,8,5,18,0.12
2017,8,5,19,0
2017,8,5,20,0
2017,8,5,21,0
2017,8,5,22,0
2017,8,5,23,0
2017,8,6,0,0
2017,8,6,1,0
2017,8,6,2,0
2017,8,6,3,0
2017,8,6,4,0
2017,8,6,5,1.09
2017,8,6,6,5.25
2017,8,6,7,10.09
2017,8,6,8,19.24
2017,8,6,9,28.12
2017,8,6,10,40.38
2017,8,6,11,46.28
2017,8,6,12,50.04
2017,8,6,13,43.46
2017,8,6,14,40.45
2017,8,6,15,27.34
2017,8,6,16,14.45
2017,8,6,17,5.18
2017,8,6,18,0
2017,8,6,19,0
2017,8,6,20,0
2017,8,6,21,0
2017,8,6,22,0
2017,8,6,23,0
2017,8,7,0,0
2017,8,7,1,0
2017,8,7,2,0
2017,8,7,3,0
2017,8,7,4,0
2017,8,7,5,0.28
2017,8,7,6,0.94
2017,8,7,7,1.95
2017,8,7,8,3.15
2017,8,7,9,5
2017,8,7,10,9.77
2017,8,7,11,23.66
2017,8,7,12,27.39
2017,8,7,13,34.28
2017,8,7,14,31.66
2017,8,7,15,24.11
2017,8,7,16,13.29
2017,8,7,17,4.56
2017,8,7,18,0
2017,8,7,19,0
2017,8,7,20,0
2017,8,7,21,0
2017,8,7,22,0
2017,8,7,23,0
2017,8,8,0,0
2017,8,8,1,0
2017,8,8,2,0
2017,8,8,3,0
2017,8,8,4,0
2017,8,8,5,2.33
2017,8,8,6,10.8
2017,8,8,7,23.34
2017,8,8,8,35.54
2017,8,8,9,42.87
2017,8,8,10,47
2017,8,8,11,48.46
2017,8,8,12,45.53
2017,8,8,13,42.02
2017,8,8,14,35.77
2017,8,8,15,25.34
2017,8,8,16,14.76
2017,8,8,17,4.95
2017,8,8,18,0
2017,8,8,19,0
2017,8,8,20,0
2017,8,8,21,0
2017,8,8,22,0
2017,8,8,23,0
2017,8,9,0,0
2017,8,9,1,0
2017,8,9,2,0
2017,8,9,3,0
2017,8,9,4,0
2017,8,9,5,2.32
2017,8,9,6,11.26
2017,8,9,7,24.91
2017,8,9,8,36.2
2017,8,9,9,45.49
2017,8,9,10,52.02
2017,8,9,11,51.16
2017,8,9,12,48.59
2017,8,9,13,42.35
2017,8,9,14,37.82
2017,8,9,15,26.69
2017,8,9,16,13.76
2017,8,9,17,4.78
2017,8,9,18,0
2017,8,9,19,0
2017,8,9,20,0
2017,8,9,21,0
2017,8,9,22,0
2017,8,9,23,0
2017,8,10,0,0
2017,8,10,1,0
2017,8,10,2,0
2017,8,10,3,0
2017,8,10,4,0
2017,8,10,5,2.24
2017,8,10,6,10.7
2017,8,10,7,23.09
2017,8,10,8,35.65
2017,8,10,9,45.2
2017,8,10,10,50.77
2017,8,10,11,55.73
2017,8,10,12,53.59
2017,8,10,13,49.16
2017,8,10,14,39.29
2017,8,10,15,26.89
2017,8,10,16,13.79
2017,8,10,17,4.52
2017,8,10,18,0
2017,8,10,19,0
2017,8,10,20,0
2017,8,10,21,0
2017,8,10,22,0
2017,8,10,23,0
2017,8,11,0,0
2017,8,11,1,0
2017,8,11,2,0
2017,8,11,3,0
2017,8,11,4,0
2017,8,11,5,2.27
2017,8,11,6,11.52
2017,8,11,7,24.87
2017,8,11,8,37.75
2017,8,11,9,46.87
2017,8,11,10,51.99
2017,8,11,11,54.67
2017,8,11,12,53.21
2017,8,11,13,48.01
2017,8,11,14,40.22
2017,8,11,15,28.32
2017,8,11,16,15.3
2017,8,11,17,4.63
2017,8,11,18,0
2017,8,11,19,0
2017,8,11,20,0
2017,8,11,21,0
2017,8,11,22,0
2017,8,11,23,0
2017,8,12,0,0
2017,8,12,1,0
2017,8,12,2,0
2017,8,12,3,0
2017,8,12,4,0
2017,8,12,5,2.3
2017,8,12,6,11.77
2017,8,12,7,25.88
2017,8,12,8,39.56
2017,8,12,9,50.77
2017,8,12,10,58.34
2017,8,12,11,62.5
2017,8,12,12,60.88
2017,8,12,13,54.59
2017,8,12,14,44.35
2017,8,12,15,31.27
2017,8,12,16,16.74
2017,8,12,17,4.99
2017,8,12,18,0
2017,8,12,19,0
2017,8,12,20,0
2017,8,12,21,0
2017,8,12,22,0
2017,8,12,23,0
2017,8,13,0,0
2017,8,13,1,0
2017,8,13,2,0
2017,8,13,3,0
2017,8,13,4,0
2017,8,13,5,2.31
2017,8,13,6,12.48
2017,8,13,7,26.62
2017,8,13,8,40.34
2017,8,13,9,51.59
2017,8,13,10,58.97
2017,8,13,11,61.98
2017,8,13,12,60.42
2017,8,13,13,53.93
2017,8,13,14,43.64
2017,8,13,15,30.48
2017,8,13,16,16.17
2017,8,13,17,4.73
2017,8,13,18,0
2017,8,13,19,0
2017,8,13,20,0
2017,8,13,21,0
2017,8,13,22,0
2017,8,13,23,0
2017,8,14,0,0
2017,8,14,1,0
2017,8,14,2,0
2017,8,14,3,0
2017,8,14,4,0
2017,8,14,5,2.03
2017,8,14,6,9.78
2017,8,14,7,20.96
2017,8,14,8,36.02
2017,8,14,9,49.87
2017,8,14,10,58.18
2017,8,14,11,61.83
2017,8,14,12,60.09
2017,8,14,13,53.77
2017,8,14,14,43.48
2017,8,14,15,30.39
2017,8,14,16,16.05
2017,8,14,17,4.61
2017,8,14,18,0
2017,8,14,19,0
2017,8,14,20,0
2017,8,14,21,0
2017,8,14,22,0
2017,8,14,23,0
2017,8,15,0,0
2017,8,15,1,0
2017,8,15,2,0
2017,8,15,3,0
2017,8,15,4,0
2017,8,15,5,2.1
2017,8,15,6,9.7
2017,8,15,7,20.8
2017,8,15,8,36.79
2017,8,15,9,50.08
2017,8,15,10,57.44
2017,8,15,11,59.1
2017,8,15,12,56.91
2017,8,15,13,48.5
2017,8,15,14,40.78
2017,8,15,15,28.34
2017,8,15,16,14.73
2017,8,15,17,4.3
2017,8,15,18,0
2017,8,15,19,0
2017,8,15,20,0
2017,8,15,21,0
2017,8,15,22,0
2017,8,15,23,0
2017,8,16,0,0
2017,8,16,1,0
2017,8,16,2,0
2017,8,16,3,0
2017,8,16,4,0
2017,8,16,5,1.65
2017,8,16,6,9.57
2017,8,16,7,21.33
2017,8,16,8,33.14
2017,8,16,9,47.26
2017,8,16,10,52.81
2017,8,16,11,58.27
2017,8,16,12,57.75
2017,8,16,13,50.77
2017,8,16,14,41.1
2017,8,16,15,27.94
2017,8,16,16,14.73
2017,8,16,17,4.11
2017,8,16,18,0
2017,8,16,19,0
2017,8,16,20,0
2017,8,16,21,0
2017,8,16,22,0
2017,8,16,23,0
2017,8,17,0,0
2017,8,17,1,0
2017,8,17,2,0
2017,8,17,3,0
2017,8,17,4,0
2017,8,17,5,1.94
2017,8,17,6,9.85
2017,8,17,7,23.49
2017,8,17,8,37.16
2017,8,17,9,48.06
2017,8,17,10,54.84
2017,8,17,11,60.44
2017,8,17,12,57.92
2017,8,17,13,51.85
2017,8,17,14,40.67
2017,8,17,15,28.43
2017,8,17,16,14.65
2017,8,17,17,4.1
2017,8,17,18,0
2017,8,17,19,0
2017,8,17,20,0
2017,8,17,21,0
2017,8,17,22,0
2017,8,17,23,0
2017,8,18,0,0
2017,8,18,1,0
2017,8,18,2,0
2017,8,18,3,0
2017,8,18,4,0
2017,8,18,5,1.95
2017,8,18,6,11.02
2017,8,18,7,24.56
2017,8,18,8,38.61
2017,8,18,9,50.65
2017,8,18,10,58.11
2017,8,18,11,61.56
2017,8,18,12,59.75
2017,8,18,13,53.32
2017,8,18,14,42.7
2017,8,18,15,29.46
2017,8,18,16,15.17
2017,8,18,17,4
2017,8,18,18,0
2017,8,18,19,0
2017,8,18,20,0
2017,8,18,21,0
2017,8,18,22,0
2017,8,18,23,0
2017,8,19,0,0
2017,8,19,1,0
2017,8,19,2,0
2017,8,19,3,0
2017,8,19,4,0
2017,8,19,5,1.98
2017,8,19,6,11.78
2017,8,19,7,25.44
2017,8,19,8,39.23
2017,8,19,9,50.62
2017,8,19,10,58.45
2017,8,19,11,62.63
2017,8,19,12,60.79
2017,8,19,13,54.22
2017,8,19,14,43.55
2017,8,19,15,30.15
2017,8,19,16,15.58
2017,8,19,17,3.95
2017,8,19,18,0
2017,8,19,19,0
2017,8,19,20,0
2017,8,19,21,0
2017,8,19,22,0
2017,8,19,23,0
2017,8,20,0,0
2017,8,20,1,0
2017,8,20,2,0
2017,8,20,3,0
2017,8,20,4,0
2017,8,20,5,1.95
2017,8,20,6,11.88
2017,8,20,7,26.02
2017,8,20,8,39.84
2017,8,20,9,51.01
2017,8,20,10,57.93
2017,8,20,11,60.97
2017,8,20,12,59.12
2017,8,20,13,52.16
2017,8,20,14,41.92
2017,8,20,15,28.85
2017,8,20,16,14.46
2017,8,20,17,3.68
2017,8,20,18,0
2017,8,20,19,0
2017,8,20,20,0
2017,8,20,21,0
2017,8,20,22,0
2017,8,20,23,0
2017,8,21,0,0
2017,8,21,1,0
2017,8,21,2,0
2017,8,21,3,0
2017,8,21,4,0
2017,8,21,5,1.8
2017,8,21,6,10.3
2017,8,21,7,21.82
2017,8,21,8,35.77
2017,8,21,9,45.73
2017,8,21,10,57.61
2017,8,21,11,61.27
2017,8,21,12,54.7
2017,8,21,13,49.57
2017,8,21,14,39.62
2017,8,21,15,27.52
2017,8,21,16,13.67
2017,8,21,17,3.55
2017,8,21,18,0
2017,8,21,19,0
2017,8,21,20,0
2017,8,21,21,0
2017,8,21,22,0
2017,8,21,23,0
2017,8,22,0,0
2017,8,22,1,0
2017,8,22,2,0
2017,8,22,3,0
2017,8,22,4,0
2017,8,22,5,1.89
2017,8,22,6,11.84
2017,8,22,7,25.23
2017,8,22,8,39.12
2017,8,22,9,49.35
2017,8,22,10,57.19
2017,8,22,11,59.95
2017,8,22,12,57.64
2017,8,22,13,49.05
2017,8,22,14,41.41
2017,8,22,15,28.23
2017,8,22,16,13.93
2017,8,22,17,3.37
2017,8,22,18,0
2017,8,22,19,0
2017,8,22,20,0
2017,8,22,21,0
2017,8,22,22,0
2017,8,22,23,0
2017,8,23,0,0
2017,8,23,1,0
2017,8,23,2,0
2017,8,23,3,0
2017,8,23,4,0
2017,8,23,5,1.8
2017,8,23,6,11.62
2017,8,23,7,25.16
2017,8,23,8,38.88
2017,8,23,9,49.72
2017,8,23,10,55.55
2017,8,23,11,58.05
2017,8,23,12,57.93
2017,8,23,13,47.47
2017,8,23,14,35.98
2017,8,23,15,23.53
2017,8,23,16,11.36
2017,8,23,17,2.8
2017,8,23,18,0
2017,8,23,19,0
2017,8,23,20,0
2017,8,23,21,0
2017,8,23,22,0
2017,8,23,23,0
2017,8,24,0,0
2017,8,24,1,0
2017,8,24,2,0
2017,8,24,3,0
2017,8,24,4,0
2017,8,24,5,0.89
2017,8,24,6,5.55
2017,8,24,7,12.87
2017,8,24,8,27.9
2017,8,24,9,38.77
2017,8,24,10,47.88
2017,8,24,11,49.69
2017,8,24,12,45.33
2017,8,24,13,36.93
2017,8,24,14,27.02
2017,8,24,15,17.93
2017,8,24,16,8.97
2017,8,24,17,1.99
2017,8,24,18,0
2017,8,24,19,0
2017,8,24,20,0
2017,8,24,21,0
2017,8,24,22,0
2017,8,24,23,0
2017,8,25,0,0
2017,8,25,1,0
2017,8,25,2,0
2017,8,25,3,0
2017,8,25,4,0
2017,8,25,5,1.11
2017,8,25,6,7.98
2017,8,25,7,17.55
2017,8,25,8,26.15
2017,8,25,9,29.95
2017,8,25,10,36.73
2017,8,25,11,29.55
2017,8,25,12,29.1
2017,8,25,13,29.52
2017,8,25,14,21.93
2017,8,25,15,14.73
2017,8,25,16,5.86
2017,8,25,17,1.97
2017,8,25,18,0
2017,8,25,19,0
2017,8,25,20,0
2017,8,25,21,0
2017,8,25,22,0
2017,8,25,23,0
2017,8,26,0,0
2017,8,26,1,0
2017,8,26,2,0
2017,8,26,3,0
2017,8,26,4,0
2017,8,26,5,0.82
2017,8,26,6,3.77
2017,8,26,7,7.22
2017,8,26,8,14.05
2017,8,26,9,15.37
2017,8,26,10,19.2
2017,8,26,11,22.61
2017,8,26,12,14.94
2017,8,26,13,15
2017,8,26,14,13.66
2017,8,26,15,6.15
2017,8,26,16,4.44
2017,8,26,17,1.43
2017,8,26,18,0
2017,8,26,19,0
2017,8,26,20,0
2017,8,26,21,0
2017,8,26,22,0
2017,8,26,23,0
2017,8,27,0,0
2017,8,27,1,0
2017,8,27,2,0
2017,8,27,3,0
2017,8,27,4,0
2017,8,27,5,0.86
2017,8,27,6,4.03
2017,8,27,7,4.93
2017,8,27,8,14.4
2017,8,27,9,20.46
2017,8,27,10,26.88
2017,8,27,11,24.52
2017,8,27,12,21.22
2017,8,27,13,26.77
2017,8,27,14,23.68
2017,8,27,15,16.8
2017,8,27,16,7.38
2017,8,27,17,1.92
2017,8,27,18,0
2017,8,27,19,0
2017,8,27,20,0
2017,8,27,21,0
2017,8,27,22,0
2017,8,27,23,0
2017,8,28,0,0
2017,8,28,1,0
2017,8,28,2,0
2017,8,28,3,0
2017,8,28,4,0
2017,8,28,5,1.02
2017,8,28,6,7.38
2017,8,28,7,17.21
2017,8,28,8,28.79
2017,8,28,9,35.3
2017,8,28,10,45.05
2017,8,28,11,46.98
2017,8,28,12,44.8
2017,8,28,13,39.45
2017,8,28,14,32.48
2017,8,28,15,24.7
2017,8,28,16,12.38
2017,8,28,17,2.44
2017,8,28,18,0
2017,8,28,19,0
2017,8,28,20,0
2017,8,28,21,0
2017,8,28,22,0
2017,8,28,23,0
2017,8,29,0,0
2017,8,29,1,0
2017,8,29,2,0
2017,8,29,3,0
2017,8,29,4,0
2017,8,29,5,1.48
2017,8,29,6,10.6
2017,8,29,7,24.53
2017,8,29,8,37.66
2017,8,29,9,47.38
2017,8,29,10,54.3
2017,8,29,11,55.81
2017,8,29,12,53.41
2017,8,29,13,45.14
2017,8,29,14,33.45
2017,8,29,15,25.26
2017,8,29,16,12.58
2017,8,29,17,2.38
2017,8,29,18,0
2017,8,29,19,0
2017,8,29,20,0
2017,8,29,21,0
